simple_ingr,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Cluster
Pomegranate,9364.0,0.0,0.0,0.0,15.915,0.0,6.199999999999999,2.05,0.0,0.0,0.263,0.91,0.0,0.034,0.4,13.16,0.041,81.94,0.076,0.0645,0.0985,0.73,10.5,0.0895,0.2,9.5,23.5,225.0,6.0,0.2199999999999999,0.0,0.0,0.0574999999999999,5.15,0.49,13.4,2
Popcorn,25026.0,5.0,53.0,100.0,55.99,0.0,15.4,10.1,1070.0,0.0,1.522,8.69,0.0,0.06,7.1,0.3,0.042,1.04,11.391,3.759,14.785,31.07,23.0,0.201,2.0,105.0,258.0,431.0,763.0,2.25,9.0,0.0,0.295,0.0,2.87,4.2,3
Pork,10829.485294117649,0.0,0.0,0.0,0.5194117647058824,73.33823529411765,84.38382352941177,0.0,0.0,0.0,5.210088235294117,21.16970588235294,3.985294117647059,0.2495735294117647,31.966176470588238,0.4160294117647058,0.5733823529411765,63.64102941176471,5.598102941176471,1.547735294117647,4.3602647058823525,12.558676470588235,12.691176470588236,0.099235294117647,0.9627941176470588,20.308823529411764,231.76470588235293,334.52941176470586,608.6323529411765,2.327058823529412,3.985294117647059,0.6345588235294117,0.4306029411764706,0.1044117647058823,0.2123529411764705,0.0014705882352941,3
Potato Chips,19823.0,0.0,0.0,0.0,67.8,0.0,53.0,6.1,0.0,0.0,7.0,7.1,0.0,0.27,8.1,0.22,0.21,1.0,4.8,10.94,4.16,20.8,21.0,0.348,1.35,89.0,193.0,1744.0,8.0,1.01,0.0,0.0,0.67,25.7,5.47,13.3,3
Potato Flour,11413.0,0.0,0.0,0.0,83.1,0.0,39.5,5.9,0.0,0.0,3.507,6.9,0.0,0.051,1.1,3.52,0.228,6.52,0.008,0.15,0.09,0.34,65.0,0.197,1.38,65.0,168.0,1001.0,55.0,0.54,0.0,0.0,0.769,3.8,0.25,0.0,3
Potato Puffs,11398.0,0.0,3.0,0.0,24.8,0.0,24.9,2.3,15.0,0.0,1.815,1.93,0.0,0.061,0.3,0.28,0.184,62.8,3.376,3.14,1.418,8.71,13.0,0.075,0.47,16.0,64.0,247.0,428.0,0.26,0.0,0.0,0.194,6.9,0.11,2.5,2
Potato salad with egg,22971.0,5.0,67.0,3.0,16.18,17.0,18.2,1.3,43.0,0.0,0.8,1.96,13.0,0.017,2.4,4.95,0.032,70.99,2.0,4.983,1.437,9.4,15.0,0.041,0.5,15.0,53.0,242.0,329.0,0.33,19.0,0.07,0.115,0.8,0.68,14.3,2
Potatoes,16563.9,0.0,4.3,0.0,28.838,1.3,21.23,3.16,13.7,0.0,2.0838,2.962,5.2,0.0499,0.47,1.234,0.1877,64.387,1.043,0.5427000000000001,0.4770999999999999,2.321,16.9,0.1875,1.344,28.5,72.9,482.7,76.6,0.372,5.6,0.022,0.3337,16.45,0.309,4.63,2
Potsticker or wonton,32013.0,0.0,45.0,0.0,13.28,17.0,52.4,1.4,21.0,0.0,2.236,8.28,1.0,0.127,17.7,2.76,0.367,70.94,2.519,0.782,1.724,5.52,28.0,0.034,0.74,21.0,127.0,284.0,441.0,1.67,5.0,0.26,0.248,8.3,0.25,55.0,2
Poultry Salad Spread,7067.0,0.0,0.0,0.0,7.41,30.0,49.6,0.0,0.0,0.0,1.669,11.64,42.0,0.071,10.9,0.0,0.024,66.17,3.25,6.22,3.45,13.52,10.0,0.03,0.61,10.0,33.0,183.0,653.0,1.04,42.0,0.38,0.11,1.0,2.2,0.0,3
Pretzels,25024.0,0.0,0.0,0.0,71.04,0.0,17.7,1.7,17.0,0.0,4.27,8.2,0.0,0.29,17.2,0.25,0.41,15.0,1.071,0.948,0.695,3.1,23.0,0.126,3.92,21.0,79.0,88.0,252.0,0.94,0.0,0.0,0.02,0.0,0.54,2.7,2
Protein Supplement,1815.6666666666667,0.0,1.3333333333333333,0.0,38.406666666666666,10.333333333333334,61.9,5.8,20.33333333333333,0.0,8.159333333333334,33.75333333333334,600.0,0.719,27.466666666666665,13.423333333333332,0.7083333333333334,11.58,7.675333333333334,2.1093333333333333,1.787,12.953333333333331,714.6666666666666,0.8623333333333333,7.756666666666667,187.33333333333331,529.0,767.3333333333334,318.0,6.096666666666667,600.0,2.4,0.8243333333333333,37.03333333333333,5.833333333333333,3.233333333333333,4
Prune,9294.0,0.0,2.0,0.0,17.45,0.0,2.7,1.0,40.0,0.0,0.785,0.61,0.0,0.07,0.6,16.45,0.016,81.24,0.021,0.007,0.003,0.03,12.0,0.068,1.18,14.0,25.0,276.0,4.0,0.21,0.0,0.0,0.218,4.1,0.12,3.4,2
Pudding,25437.75,0.0,0.5,0.0,53.66875,1.875,4.825,1.35,2.625,0.0,0.1395,2.14125,4.5,0.077125,1.3875,27.875,0.016375,38.11875,1.2485,0.164375,0.848625,2.52625,69.875,0.18425,0.79625,22.0,630.5,252.875,1290.625,0.2925,4.5,0.0849999999999999,0.0215,0.2625,0.1275,0.6875,2
Puff Pastry,18211.0,0.0,0.0,0.0,45.7,0.0,6.2,1.5,39.0,0.0,3.8,7.4,0.0,0.258,24.5,0.75,0.323,7.4,8.828,22.228,5.502,38.5,10.0,0.115,2.6,16.0,60.0,62.0,253.0,0.54,0.0,0.0,0.019,0.0,0.55,16.3,3
Pumpkin,11423.0,4405.5,5020.0,0.0,7.295,0.0,9.0,1.7,750.0,0.0,0.4835,1.05,0.0,0.082,0.35,3.03,0.037,90.785,0.0249999999999999,0.01,0.0989999999999999,0.19,23.5,0.1169999999999999,1.095,17.5,39.5,273.0,3.0,0.245,602.0,0.0,0.0584999999999999,6.6,1.06,8.55,1
Pumpkin Flowers,11417.0,0.0,1040.0,0.0,3.3,0.0,13.4,0.9,0.0,0.0,0.31,1.09,0.0,0.032,0.7,2.4,0.018,95.2,0.01,0.004,0.041,0.08,37.0,0.1,0.88,25.0,34.0,106.0,6.0,0.1,87.0,0.0,0.05,5.0,0.04,0.0,2
Pâté,7053.0,0.0,0.0,0.0,6.55,391.0,228.8,0.0,0.0,0.0,7.517,13.45,217.0,1.401,46.1,0.0,0.052,65.64,5.28,2.46,4.0,13.1,10.0,0.18,9.19,13.0,175.0,95.0,386.0,2.14,217.0,8.07,0.26,10.0,0.98,0.0,0
Quail,43282.0,0.0,0.0,0.0,0.0,86.0,65.9,0.0,0.0,0.0,7.92,25.1,70.0,0.3,21.8,0.0,0.22,60.0,4.891,3.487,3.955,14.1,15.0,0.592,4.43,22.0,279.0,216.0,52.0,3.1,70.0,0.36,0.62,2.3,0.7,4.2,3
Quinoa,20137.0,0.0,3.0,0.0,21.3,0.0,23.0,2.8,53.0,0.0,0.412,4.4,0.0,0.11,2.8,0.87,0.107,71.61,0.528,1.078,0.231,1.92,17.0,0.192,1.49,64.0,152.0,172.0,7.0,1.09,0.0,0.0,0.123,0.0,0.63,0.0,2
REDUCED SODIUM: Bologna,907971.0,0.0,0.0,0.0,6.31,92.0,59.3,0.0,0.0,0.0,3.187,10.34,0.0,0.158,14.4,1.97,0.047,55.93,10.269,4.59,7.389,23.77,125.0,0.035,1.24,15.0,212.0,320.0,1034.0,1.06,0.0,0.47,0.193,0.0,0.59,1.7,3
REDUCED SODIUM: Chicken breast,907961.0,0.0,0.0,0.0,2.92,51.0,44.2,0.0,0.0,0.0,9.055,17.4,2.0,0.071,13.2,0.75,0.048,74.47,0.74,0.452,0.564,1.86,11.0,0.02,0.39,26.0,257.0,360.0,774.0,0.51,2.0,0.14,0.445,0.0,0.32,0.0,2
REDUCED SODIUM: Ham,907028.0,0.0,0.0,0.0,0.27,41.0,62.4,0.0,0.0,0.0,5.697,16.7,0.0,0.266,31.6,0.0,0.336,75.7,1.47,0.544,1.12,3.73,5.0,0.05,0.58,18.0,261.0,425.0,780.0,1.52,0.0,0.36,0.394,0.0,0.29,0.0,3
REDUCED SODIUM: Nuts,912695.0,0.0,1.0,0.0,18.82,0.0,52.1,10.3,1.0,0.0,3.155,20.96,0.0,0.939,2.4,6.27,0.041,1.64,32.445,13.613,6.55,55.5,347.0,0.934,3.49,279.0,508.0,748.0,115.0,3.29,0.0,0.0,0.103,0.0,24.21,0.0,4
REDUCED SODIUM: Pepperoni,907057.0,0.0,0.0,0.0,1.18,97.0,51.2,0.0,0.0,0.0,4.987,19.25,0.0,0.257,29.0,0.0,0.271,28.55,20.77,4.458,17.708,46.28,19.0,0.091,1.33,18.0,158.0,274.0,1187.0,2.44,0.0,1.3,0.362,0.0,1.03,5.8,3
REDUCED SODIUM: Roast beef,907043.0,0.0,0.0,0.0,0.64,51.0,43.9,0.0,0.0,0.0,5.581,18.62,3.0,0.213,14.7,0.29,0.043,73.72,1.521,0.27,1.318,3.69,5.0,0.086,2.05,20.0,242.0,647.0,640.0,3.2,3.0,2.04,0.46,0.0,0.49,1.6,3
REDUCED SODIUM: Salami,907072.0,0.0,0.0,0.0,0.72,108.0,72.6,0.0,0.0,0.0,6.105,21.07,11.0,0.196,33.6,0.26,0.386,41.19,14.717,4.895,11.418,31.65,24.0,0.096,1.36,20.0,192.0,363.0,1317.0,2.67,11.0,1.15,0.441,0.0,0.64,0.0,3
REDUCED SODIUM: Turkey breast,907081.0,0.0,0.0,0.0,2.2,49.0,30.1,0.0,0.0,0.0,7.15,14.81,0.0,0.145,13.0,0.91,0.038,75.98,1.145,1.024,0.906,3.77,14.0,0.024,0.42,19.0,249.0,371.0,674.0,0.94,0.0,0.37,0.41,0.0,0.13,0.0,2
RICE-A-RONI,22998.0,0.0,29.0,1.0,76.08,0.0,9.4,1.2,105.0,2.0,5.123,10.64,0.0,0.097,32.9,0.7,0.593,8.19,0.328,0.463,0.389,1.04,18.0,0.176,2.77,31.0,126.0,153.0,884.0,1.36,3.0,0.0,0.183,0.0,0.15,0.6,3
Radicchio,11952.0,0.0,16.0,0.0,4.48,0.0,10.9,0.9,8832.0,0.0,0.255,1.43,0.0,0.028,0.9,0.6,0.016,93.14,0.01,0.11,0.06,0.25,19.0,0.341,0.57,13.0,40.0,302.0,22.0,0.62,1.0,0.0,0.057,8.0,2.26,255.2,1
Radishes,11429.0,0.0,4.0,0.0,3.4,0.0,6.5,1.6,10.0,0.0,0.254,0.68,0.0,0.039,0.6,1.86,0.012,95.27,0.017,0.048,0.032,0.1,25.0,0.05,0.34,10.0,20.0,233.0,39.0,0.28,0.0,0.0,0.071,14.8,0.0,1.3,2
Raisins,9298.0,0.0,0.0,0.0,79.32,0.0,11.1,4.5,0.0,0.0,0.766,3.3,0.0,0.125,0.6,65.18,0.106,15.46,0.024,0.053,0.094,0.25,62.0,0.272,1.79,36.0,98.0,744.0,26.0,0.36,0.0,0.0,0.174,2.3,0.12,3.5,2
Raspberries,9302.0,16.0,12.0,0.0,11.94,0.0,12.3,6.5,136.0,0.0,0.598,1.2,0.0,0.038,0.2,4.42,0.032,85.75,0.064,0.375,0.019,0.65,25.0,0.09,0.69,22.0,29.0,151.0,1.0,0.42,2.0,0.0,0.055,26.2,0.87,7.8,2
Ravioli,22925.0,0.3333333333333333,169.0,0.0,14.736666666666666,6.333333333333333,13.866666666666667,1.4,124.66666666666669,4975.333333333333,1.1906666666666668,3.4133333333333336,6.0,0.0843333333333333,8.4,3.26,0.083,78.12,0.908,0.2796666666666667,1.1246666666666665,2.49,41.333333333333336,0.0913333333333333,0.92,15.666666666666666,56.0,214.33333333333331,289.6666666666667,0.3933333333333333,19.666666666666668,0.1066666666666666,0.0883333333333333,0.9333333333333332,0.7766666666666667,6.400000000000001,2
Restaurant,36369.708333333336,49.708333333333336,146.75,11.583333333333334,19.79,26.95833333333333,30.825,1.875,111.25,374.9583333333333,1.959,8.710833333333333,25.70833333333333,0.1260416666666666,12.1125,4.289166666666667,0.0745416666666666,59.63958333333333,2.781833333333333,3.6635,2.5726666666666667,10.06125,61.16666666666666,0.0661666666666666,0.9816666666666668,21.041666666666668,128.83333333333334,201.375,452.2916666666667,0.96375,40.458333333333336,0.3225,0.1622916666666666,2.6291666666666664,0.8095833333333333,20.304166666666667,2
Rhubarb,9307.0,0.0,61.0,0.0,4.54,0.0,6.1,1.8,170.0,0.0,0.3,0.9,0.0,0.03,1.1,1.1,0.02,93.61,0.039,0.099,0.053,0.2,86.0,0.021,0.22,12.0,14.0,288.0,4.0,0.1,5.0,0.0,0.024,8.0,0.27,29.3,2
Rice,20043.4,0.0,0.0,0.0,46.208,0.0,8.14,1.58,0.0,0.0,3.0026,4.424,0.0,0.0478,10.22,0.224,0.2956,47.752,0.3574,0.3376,0.2294,1.06,10.4,0.1492,1.4999999999999998,39.4,116.0,99.2,4.0,0.966,0.0,0.0,0.1766,0.0,0.192,0.18,2
Rice Flour,20061.0,0.0,0.0,0.0,80.13,0.0,5.8,2.4,0.0,0.0,2.59,5.95,0.0,0.021,15.1,0.12,0.138,11.89,0.442,0.379,0.386,1.42,10.0,0.13,0.35,35.0,98.0,76.0,0.0,0.8,0.0,0.0,0.436,0.0,0.11,0.0,2
Rice Noodles,20134.0,0.0,0.0,0.0,24.01,0.0,1.6,1.0,0.0,0.0,0.072,1.79,0.0,0.004,4.5,0.03,0.018,73.82,0.026,0.023,0.023,0.2,4.0,0.038,0.14,3.0,20.0,4.0,19.0,0.25,0.0,0.0,0.006,0.0,0.03,0.0,2
Rice and vermicelli mix,32002.0,0.0,1.0,0.0,76.31,1.0,17.5,1.2,28.0,0.0,6.127,10.42,4.0,0.087,32.4,1.53,0.603,8.04,0.373,0.377,0.307,1.37,83.0,0.166,2.44,32.0,154.0,188.0,1303.0,1.01,4.0,0.02,0.4,4.1,0.04,0.5,3
Rice bowl with chicken,22958.0,107.0,287.0,43.0,22.46,16.0,13.4,0.7,97.0,53.0,2.27,5.65,2.0,0.055,7.1,4.07,0.073,69.09,0.503,0.415,0.327,1.56,13.0,0.03,0.35,14.0,94.0,123.0,333.0,0.38,32.0,0.32,0.16,3.0,0.23,3.8,2
Rice cake,42204.0,0.0,0.0,0.0,81.1,0.0,18.9,4.2,0.0,0.0,7.81,7.1,0.0,0.16,24.6,0.88,0.06,5.8,1.582,1.52,0.875,4.3,11.0,0.445,1.49,131.0,360.0,428.0,71.0,3.0,0.0,0.0,0.15,0.0,1.24,1.9,3
Rice crackers,25071.0,0.0,0.0,0.0,82.64,0.0,33.4,0.0,0.0,0.0,5.537,10.0,0.0,0.101,25.5,0.0,0.436,0.11,3.021,1.641,0.0,5.0,0.0,0.301,0.0,156.0,362.0,243.0,233.0,2.2,0.0,0.0,0.554,0.0,1.26,2.1,3
Rice mix,32024.0,0.0,3.0,0.0,73.88,9.0,67.9,1.8,72.0,0.0,5.263,8.77,6.0,0.671,24.8,5.26,0.263,8.74,0.75,0.667,1.754,3.51,140.0,0.189,4.74,88.0,369.0,351.0,1193.0,1.45,6.0,0.56,0.397,2.1,0.5,20.5,3
Roast Beef,7043.0,0.0,0.0,0.0,0.64,51.0,43.9,0.0,0.0,0.0,5.581,18.62,3.0,0.213,14.7,0.29,0.043,73.72,1.521,0.27,1.318,3.69,5.0,0.086,2.05,20.0,242.0,647.0,853.0,3.2,3.0,2.04,0.46,0.0,0.49,1.6,3
Rolls,24597.33333333333,0.0833333333333333,1.5,0.0,49.193333333333335,4.916666666666667,15.658333333333331,3.591666666666667,35.25,0.0,4.2716666666666665,9.573333333333332,8.333333333333334,0.3159166666666667,24.675,5.63,0.4948333333333333,34.6025,1.4565,1.3809166666666668,1.144,4.631666666666667,142.91666666666666,0.16425,3.138333333333333,36.083333333333336,125.41666666666669,150.33333333333334,487.5833333333333,1.1108333333333331,8.416666666666666,0.0775,0.0895,0.3583333333333333,0.3358333333333334,3.5083333333333333,3
Rutabagas,11435.0,0.0,1.0,1.0,8.62,0.0,14.1,2.3,19.0,14.0,0.7,1.08,0.0,0.04,0.7,4.46,0.09,89.43,0.025,0.088,0.027,0.16,43.0,0.032,0.44,20.0,53.0,305.0,12.0,0.24,0.0,0.0,0.1,25.0,0.3,0.3,2
Rye Flour,20064.0,0.0,0.0,0.0,75.43,0.0,20.6,11.8,210.0,0.0,1.727,10.88,0.0,0.114,14.4,1.1,0.287,10.97,0.189,0.695,0.18,1.52,24.0,0.331,2.54,63.0,225.0,374.0,2.0,2.17,0.0,0.0,0.268,0.0,1.43,5.9,3
Salad Dressing,15277.857142857143,0.3142857142857143,41.85714285714285,12.942857142857145,16.726857142857146,11.885714285714286,10.342857142857143,0.6657142857142857,21.82857142857143,495.45714285714286,0.1352571428571428,0.9822857142857144,4.685714285714286,0.035,1.9028571428571428,11.361142857142855,0.0665999999999999,56.53657142857143,5.946714285714285,12.305142857142858,3.476142857142857,23.050285714285717,22.285714285714285,0.0300285714285714,0.3531428571428571,4.685714285714286,33.114285714285714,74.57142857142857,869.0,0.1488571428571428,8.714285714285714,0.0728571428571428,0.0216,0.9114285714285714,2.229142857142857,46.26285714285714,2
Salami,7071.0,0.0,0.0,0.0,1.135,92.0,62.85,0.05,0.0,0.0,5.042,20.135,6.5,0.2495,30.0,0.6900000000000001,0.406,54.995,8.9445,3.6805,7.100499999999999,20.43,32.0,0.143,1.3050000000000002,21.0,229.0,289.5,1431.5,2.495,6.5,1.0699999999999998,0.434,0.0,0.44,0.65,3
Salisbury steak with gravy,32031.0,0.0,0.0,0.0,6.78,33.0,15.0,1.0,0.0,0.0,1.32,6.98,2.0,0.118,7.5,0.26,0.059,74.19,4.798,1.483,3.982,10.47,47.0,0.083,0.95,17.0,127.0,144.0,509.0,0.75,2.0,0.41,0.131,0.0,0.23,1.7,2
Salsify,11438.0,0.0,0.0,0.0,15.36,0.0,25.9,3.1,0.0,0.0,0.392,2.73,0.0,0.173,0.6,2.9,0.056,81.0,0.003,0.074,0.041,0.17,47.0,0.07,0.55,18.0,56.0,283.0,16.0,0.3,0.0,0.0,0.218,4.6,0.19,0.3,2
Salt,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.42,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,38700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Sandwich Spread,18079.33333333333,0.3333333333333333,31.33333333333333,9.0,14.446666666666664,38.0,26.5,1.3,29.0,0.0,4.913333333333333,5.5200000000000005,13.0,0.2846666666666667,3.933333333333333,5.6933333333333325,0.2606666666666666,57.02666666666666,5.724,9.077,4.167333333333334,20.113333333333333,23.33333333333333,0.263,0.8300000000000001,10.0,101.66666666666669,161.66666666666666,881.0,1.0433333333333332,16.0,1.4766666666666666,0.4133333333333333,0.0,2.49,8.766666666666667,3
Sauce,15268.714285714286,8.761904761904763,172.38095238095238,8.428571428571429,18.995238095238093,3.0476190476190474,11.33809523809524,1.061904761904762,67.47619047619048,3302.619047619048,1.2902857142857145,2.0876190476190475,1.1904761904761905,0.0694285714285714,1.7333333333333332,11.295714285714286,0.0343809523809523,69.67190476190476,1.2263809523809523,2.229285714285714,0.7526666666666667,4.541428571428572,26.33333333333333,0.0914761904761904,0.9885714285714288,26.428571428571427,43.04761904761905,231.0,1502.904761904762,0.2152380952380952,16.285714285714285,0.0476190476190476,0.1079999999999999,4.004761904761905,0.99,9.852380952380951,2
Sauerkraut,11439.0,5.0,8.0,0.0,4.28,0.0,10.4,2.9,295.0,0.0,0.143,0.91,0.0,0.022,0.6,1.78,0.021,92.52,0.013,0.067,0.034,0.14,30.0,0.096,1.47,13.0,20.0,170.0,661.0,0.19,1.0,0.0,0.13,14.7,0.14,13.0,2
Sausage,17230.75,0.3,2.0,0.95,4.514,78.6,71.44,0.24,17.1,0.55,4.9052500000000006,15.754500000000002,225.3,0.28835,21.33,0.6385,0.32035,52.6395,10.418,3.42455,8.3452,23.9595,29.6,0.10505,2.198,18.0,164.3,322.65,927.65,2.086,225.55,1.8875,0.28345,3.98,0.717,3.325,3
Schiff,19000.0,0.0,0.0,0.0,56.46,2.0,42.3,2.3,0.0,0.0,4.039,16.8,1.0,0.319,5.9,36.4,1.47,10.28,7.907,3.678,2.073,14.29,429.0,0.269,10.28,336.0,560.0,294.0,168.0,1.44,1.0,4.2,1.68,16.8,2.48,4.6,4
School Lunch,21604.5,0.0,68.0,0.0,27.13875,27.0,30.7125,3.4875,22.25,1448.375,3.92925,14.20875,42.875,0.2705,23.5125,4.51,0.234125,46.56625,2.797625,2.28225,3.5707500000000003,9.91875,155.0,0.105875,2.56125,38.5,277.75,314.625,459.875,1.775,48.375,1.25125,0.1765,0.3625,0.90375,6.2375,3
Scrapple,7951.0,0.0,0.0,0.0,14.06,49.0,72.4,0.3,0.0,0.0,2.273,8.06,626.0,0.287,17.4,0.2,0.116,62.47,6.156,1.664,4.732,13.87,7.0,0.212,1.89,13.0,76.0,158.0,482.0,1.06,626.0,0.31,0.12,2.5,0.15,3.4,3
Seaweed,11578.0,0.0,749.8,0.0,25.72,0.0,33.28,2.68,0.0,0.0,3.3124,14.84,0.0,0.9436,3.34,1.562,0.5196,51.992,0.1766,0.5114,0.6297999999999999,1.9,226.6,1.4775999999999998,11.346,239.0,70.0,596.6,460.6,2.092,62.6,0.0,0.1659999999999999,11.02,2.5740000000000003,25.04,3
Seeds,12128.0,0.2,18.0,0.0,20.116,0.0,49.64,13.16,136.2,0.0,5.1604,20.982,0.0,0.224,36.58,1.308,0.7478,3.398,15.3984,26.105,6.802,51.196,172.6,1.467,6.582000000000001,302.2,874.0,647.0,42.6,5.724,1.2,0.0,0.3852,0.76,5.779999999999999,2.3,4
Shake,14347.0,0.0,0.0,0.0,19.59,23.0,27.3,0.9,0.0,0.0,0.213,3.37,91.0,0.66,3.2,13.63,0.026,69.65,1.785,0.316,3.962,6.52,115.0,0.103,0.46,13.0,98.0,166.0,81.0,0.57,91.0,0.22,0.06,0.0,0.25,0.4,2
Sherbet,19097.0,0.0,1.0,5.0,30.4,1.0,7.7,1.3,7.0,0.0,0.063,1.1,12.0,0.097,1.5,24.32,0.027,66.1,0.53,0.08,1.16,2.0,54.0,0.028,0.14,8.0,40.0,96.0,46.0,0.48,12.0,0.13,0.023,2.3,0.01,0.0,2
Shortening,4584.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,49.593,20.0485,25.29,99.985,0.5,0.0,0.035,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0005,0.0,6.13,48.1,3
Snack,23179.33333333333,0.0,3.333333333333333,0.0,58.06,0.3333333333333333,54.56666666666666,3.1666666666666665,3.0,0.0,4.680666666666666,13.223333333333334,506.6666666666667,0.6983333333333333,12.733333333333334,24.816666666666663,0.7326666666666667,4.3966666666666665,5.849333333333334,6.7636666666666665,6.134333333333334,21.64,233.66666666666663,0.3896666666666666,4.746666666666667,64.66666666666667,234.33333333333331,504.6666666666667,425.3333333333333,1.81,507.0,0.52,0.4713333333333334,4.133333333333333,6.726666666666667,6.533333333333332,3
Snacks,22951.215384615385,13.538461538461538,277.3692307692308,3.8461538461538463,65.534,3.523076923076923,27.66923076923077,4.88,245.87692307692308,114.56923076923076,3.1464769230769227,8.731384615384615,36.90769230769231,0.2342,9.96,17.46769230769231,0.2397692307692308,5.688615384615384,6.0306,5.376307692307692,4.619215384615385,17.503076923076925,97.3076923076923,0.2687384615384615,2.4521538461538466,71.70769230769231,178.93846153846152,380.4769230769231,445.0615384615385,1.5339999999999998,60.84615384615385,0.1123076923076923,0.3112307692307692,14.732307692307693,3.222,10.166153846153843,3
Soup,8242.97619047619,112.38095238095238,308.1547619047619,4.619047619047619,10.339880952380952,4.595238095238095,13.486904761904762,0.9785714285714286,73.77380952380952,1054.8690476190477,0.9302738095238096,3.024642857142857,5.75,0.0705238095238095,4.320238095238095,2.093928571428572,0.1117857142857143,81.80011904761905,0.8475238095238096,0.6077738095238094,0.8073928571428571,2.439047619047619,21.02380952380953,0.0852261904761904,0.6815476190476191,9.595238095238097,49.0,148.21428571428572,801.8452380952381,0.3926190476190476,36.35714285714285,0.413452380952381,0.0489523809523809,1.598809523809524,0.3682142857142857,6.144047619047619,2
Sour Cream,1144.3333333333333,0.0,10.0,0.0,9.776666666666666,14.666666666666666,12.8,0.0,0.0,0.0,0.0466666666666666,3.0,53.333333333333336,0.09,3.633333333333333,2.4133333333333336,0.0266666666666666,76.61666666666666,1.2293333333333334,0.152,8.130333333333333,10.04,89.66666666666667,0.03,0.1533333333333333,8.666666666666666,70.33333333333333,167.33333333333334,108.66666666666669,0.7266666666666666,54.333333333333336,0.24,0.0133333333333333,0.3,0.3466666666666667,1.7666666666666666,2
Soy Flour,16116.0,0.0,48.0,0.0,32.92,0.0,100.95,13.55,0.0,0.0,3.466,44.635000000000005,0.0,0.7064999999999999,4.6,11.96,0.6395,6.205,2.3845,6.095,1.5615,10.935,223.5,3.4925,7.805,359.5,584.0,2449.5,16.5,3.19,4.0,0.0,0.5175,0.0,1.035,37.05,4
Soy Protein,16122.0,0.0,0.0,0.0,0.0,0.0,190.9,0.0,0.0,0.0,1.438,88.32,0.0,0.1,0.8,0.0,0.176,4.98,0.645,1.648,0.422,3.39,178.0,1.599,14.5,39.0,776.0,81.0,1005.0,4.03,0.0,0.0,0.1,0.0,0.0,0.0,3
Soy Sauce,16273.5,0.0,0.0,0.0,5.26,0.0,24.55,0.75,0.0,0.0,1.668,8.595,0.0,0.2025,0.5,0.45,0.0365,73.14500000000001,0.065,0.2005,0.054,0.4349999999999999,31.5,0.046,1.4,71.5,166.0,393.5,4545.5,0.8300000000000001,0.0,0.0,0.154,0.0,0.205,0.0,2
Soybean,43299.0,0.0,25.0,0.0,6.9,0.0,62.5,0.0,0.0,0.0,0.5,12.5,0.0,0.14,16.8,1.6,0.0,70.9,1.789,4.572,1.172,8.1,188.0,0.38,5.6,228.0,222.0,199.0,20.0,1.72,2.0,0.0,0.07,0.0,0.6,4.6,3
Soybeans,16109.5,0.0,62.5,0.0,19.29,0.0,85.9,11.85,0.0,0.0,0.9045,28.38,0.0,0.2149999999999999,13.2,3.6,0.1275,32.25,3.7955,9.7015,2.4855,17.185,120.0,0.6174999999999999,4.52,115.5,304.0,992.5,82.0,2.145,5.0,0.0,0.221,1.95,0.63,34.8,3
Soymilk,16197.8,0.0,1.6,0.0,6.151999999999999,0.0,21.16,0.36,0.0,0.0,0.399,2.362,61.6,0.2044,2.58,4.98,0.0294,89.942,0.2,0.5122,0.0964,0.89,122.2,0.1562,0.454,14.0,71.0,126.2,50.2,0.232,61.6,0.756,0.037,0.3399999999999999,0.098,2.7,2
