simple_ingr,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Cluster
Eggplant,11209.0,0.0,14.0,0.0,5.88,0.0,6.9,3.0,36.0,0.0,0.649,0.98,0.0,0.037,0.3,3.53,0.039,92.3,0.016,0.076,0.034,0.18,9.0,0.081,0.23,14.0,24.0,229.0,2.0,0.16,1.0,0.0,0.084,2.2,0.3,3.5,2
Escarole,11214.0,0.0,1133.0,0.0,3.07,0.0,15.4,2.8,0.0,0.0,0.312,1.15,0.0,0.062,0.2,0.23,0.059,94.29,0.004,0.081,0.042,0.18,46.0,0.087,0.72,13.0,22.0,245.0,19.0,0.69,94.0,0.0,0.016,3.3,0.4,211.9,2
Fast Food,21225.70588235294,0.6617647058823529,45.3235294117647,2.014705882352941,25.171617647058824,54.088235294117645,42.77941176470589,1.6117647058823528,66.88235294117646,475.9705882352941,3.264808823529412,11.012352941176472,39.94117647058823,0.2156617647058823,18.201470588235296,3.455294117647059,0.260014705882353,48.756470588235295,4.632911764705883,2.5965294117647058,4.374117647058823,12.757058823529412,122.13235294117646,0.1053382352941176,1.899558823529412,22.176470588235293,191.83823529411765,208.89705882352945,572.6470588235294,1.2677941176470586,43.8235294117647,0.5338235294117647,0.1403382352941176,1.0955882352941178,0.8475,7.269117647058824,3
Fast Foods,21410.25,0.0,5.25,0.25,6.8475,117.375,88.1,0.125,10.875,0.0,6.007625,21.69,16.25,0.26575,28.5,0.11875,0.1154999999999999,55.325,6.199125,2.47025,3.760125,13.70625,38.0,0.10725,1.01625,22.5,226.75,253.875,639.375,1.48,16.75,0.51,0.214875,0.0,0.51,0.55,3
Fat,4372.666666666667,0.0,0.0,0.0,0.0,98.66666666666669,108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1333333333333333,43.13333333333333,16.0,36.333333333333336,99.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.766666666666667,0.0,3
Fennel,11957.0,0.0,578.0,0.0,7.3,0.0,13.2,3.1,607.0,0.0,0.64,1.24,0.0,0.032,0.7,3.93,0.01,90.21,0.068,0.169,0.09,0.2,49.0,0.066,0.73,17.0,50.0,414.0,52.0,0.2,48.0,0.0,0.047,12.0,0.58,62.8,2
Figs,9091.5,0.0,45.5,0.0,41.54,0.0,10.25,6.3500000000000005,20.5,0.0,0.5095000000000001,2.025,0.0,0.066,0.4,32.08,0.0725,54.555,0.1125,0.2445,0.102,0.61,98.5,0.1785,1.2,42.0,40.5,456.0,5.5,0.405,3.5,0.0,0.1095,1.6,0.235,10.15,2
Fish,15078.66037735849,0.0,0.5471698113207547,0.0377358490566037,0.7060377358490566,75.47169811320755,87.62830188679246,0.030188679245283,17.09433962264151,26.37735849056604,5.116698113207547,20.9322641509434,65.35849056603773,0.1565471698113207,38.698113207547166,0.1847169811320755,0.0913018867924528,70.82754716981133,2.067433962264151,1.4612264150943397,1.2491698113207548,5.582075471698114,64.33962264150944,0.0769622641509433,1.1177358490566038,38.62264150943396,264.62264150943395,332.3962264150944,421.9811320754717,0.7371698113207548,65.41509433962264,4.146603773584906,0.2939811320754716,0.8471698113207546,1.290188679245283,1.4735849056603771,3
Fluid replacement,43075.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,96.44,0.0,0.0,0.0,0.0,10.0,0.01,0.0,1.0,10.0,77.0,101.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2
Focaccia,18973.0,0.0,1.0,0.0,35.82,0.0,2.9,1.8,42.0,0.0,3.67,8.77,0.0,0.301,15.9,1.75,0.47,45.91,5.67,0.994,0.877,7.89,35.0,0.091,3.16,20.0,128.0,114.0,561.0,1.33,0.0,0.0,0.113,0.0,1.42,5.7,2
Formulated Bar,25067.0,0.0,3901.0,0.0,38.4,3.0,108.2,7.3,0.0,0.0,1.268,30.34,66.0,0.437,9.0,15.17,0.176,12.16,4.29,5.326,3.384,15.17,322.0,0.846,5.4,71.0,445.0,793.0,436.0,2.39,391.0,0.61,0.226,27.9,4.61,350.6,3
Formulated bar,25025.6,0.0,2.0,0.0,59.032,4.2,29.22,9.56,13.4,0.0,21.3406,18.068,528.2,1.5472,14.24,27.164,2.6146000000000003,9.748,2.6946,2.3502,4.1652000000000005,9.706,449.4,0.7454,6.2620000000000005,188.6,476.2,307.2,296.0,6.3420000000000005,528.4,5.04,1.9526,77.02,11.326,29.0,4
Frankfurter,22690.14285714286,0.0,0.0,0.0,5.832857142857143,51.285714285714285,58.114285714285714,0.5714285714285714,0.0,0.0,2.989428571428572,13.322857142857142,5.0,0.2481428571428571,14.014285714285716,0.7457142857142857,0.1527142857142857,61.61,6.5487142857142855,2.541857142857143,5.453142857142857,16.585714285714285,55.42857142857143,0.1578571428571428,1.3114285714285714,12.714285714285714,170.42857142857142,262.7142857142857,772.0,1.8942857142857144,5.0,1.1414285714285717,0.1407142857142857,6.7,0.5514285714285714,0.6142857142857142,3
Frog legs,80200.0,0.0,0.0,0.0,0.0,50.0,65.0,0.0,0.0,0.0,1.2,16.4,15.0,0.25,14.1,0.0,0.14,81.9,0.053,0.102,0.076,0.3,18.0,0.25,1.5,20.0,147.0,285.0,58.0,1.0,15.0,0.4,0.12,0.0,1.0,0.1,2
Frosting,19228.0,0.0,0.0,0.0,65.545,0.0,4.6,0.45,0.0,0.0,0.1694999999999999,0.55,0.0,0.1595,0.45,60.400000000000006,0.0115,16.035,6.94,5.0885,4.25,16.915,5.5,0.1,0.7899999999999999,11.0,48.5,115.0,183.5,0.18,0.0,0.0,0.0025,0.0,1.545,6.5,2
Frozen Novelties,29723.285714285717,0.0,9.571428571428571,0.0,22.16142857142857,0.4285714285714285,7.471428571428571,0.4571428571428572,10.714285714285714,0.0,0.2087142857142856,1.4528571428571428,6.285714285714286,0.0654285714285714,0.6714285714285714,17.192857142857143,0.0188571428571428,72.69285714285715,0.811,0.2377142857142857,1.9507142857142856,3.2014285714285715,71.28571428571429,0.0385714285714285,0.6185714285714285,10.142857142857142,42.0,96.14285714285714,34.142857142857146,0.27,7.142857142857143,0.0642857142857143,0.046,6.857142857142857,0.1085714285714285,0.3428571428571429,2
Frozen Yogurt,34555.333333333336,0.0,9.666666666666666,0.0,22.46666666666667,9.333333333333334,19.133333333333333,0.7666666666666666,0.0,0.0,0.1656666666666666,3.333333333333333,48.0,0.1946666666666666,2.3666666666666667,21.05333333333333,0.039,69.23333333333333,1.179,0.1373333333333333,2.6726666666666667,4.266666666666667,114.33333333333331,0.0343333333333333,0.4066666666666667,16.333333333333332,102.33333333333331,200.33333333333331,71.0,0.3266666666666666,49.0,0.1433333333333333,0.0533333333333333,0.5,0.0966666666666666,0.3,2
Fruit Butter,19294.0,0.0,9.0,9.0,42.47,0.0,2.1,1.5,17.0,0.0,0.076,0.39,0.0,0.019,0.4,35.3,0.009,56.45,0.016,0.084,0.053,0.3,14.0,0.08,0.31,4.0,8.0,91.0,15.0,0.06,1.0,0.0,0.037,0.6,0.05,0.9,2
Fruit Cocktail,9096.0,0.0,126.0,48.0,8.51,0.0,3.7,1.0,75.0,0.0,0.363,0.42,0.0,0.011,0.5,7.51,0.016,90.76,0.009,0.02,0.006,0.05,5.0,0.071,0.25,7.0,11.0,94.0,4.0,0.09,13.0,0.0,0.052,2.1,0.4,2.6,2
Fruit Syrup,19018.0,0.0,1.0,0.0,85.13,0.0,0.2,0.1,1.0,0.0,0.012,0.0,0.0,0.012,0.8,53.0,0.033,14.74,0.0,0.0,0.0,0.0,8.0,0.018,0.04,1.0,0.0,7.0,0.0,0.26,0.0,0.0,0.001,1.6,0.01,0.1,2
Fruit juice smoothie,9519.5,6.0,129.0,12.0,12.095,0.0,4.05,0.6499999999999999,104.5,0.0,0.3,0.54,0.0,0.0735,0.4,10.6,0.055,86.765,0.028,0.051,0.0569999999999999,0.265,10.5,0.0465,0.31,12.0,16.5,183.0,4.0,0.07,11.5,0.315,0.095,8.3,0.215,11.65,2
Game Meat,17212.4375,0.0,0.0,0.0,0.0,97.625,116.975,0.0,0.0,0.0,5.80775,29.901875,0.0,0.412125,18.58125,0.0,0.2039375,62.34,1.9879375,1.007125,1.94125,6.16,12.8125,0.1734375,5.033125,25.125,224.875,356.75,66.375,4.136875,0.0,4.605,0.4016875,0.6875,0.45625,1.4375,3
Garlic,11215.0,0.0,5.0,0.0,33.06,0.0,23.2,2.1,16.0,0.0,0.7,6.36,0.0,0.11,14.2,1.0,0.2,58.58,0.011,0.249,0.089,0.5,181.0,0.299,1.7,25.0,153.0,401.0,17.0,1.16,0.0,0.0,1.235,31.2,0.08,1.7,2
Garlic Bread,18963.0,0.0,0.0,0.0,41.72,0.0,8.5,2.5,25.0,0.0,4.142,8.36,13.0,0.184,16.6,3.69,0.462,31.78,4.669,5.437,5.281,16.61,27.0,0.108,3.05,23.0,87.0,103.0,544.0,0.87,13.0,0.08,0.083,0.2,1.18,29.5,3
Gelatin,19175.33333333333,0.0,0.0,0.0,6.136666666666667,0.0,13.0,0.0,0.0,0.0,0.0286666666666666,29.216666666666665,0.0,0.0786666666666666,13.533333333333331,4.496666666666667,0.0083333333333333,64.04333333333334,0.02,0.0033333333333333,0.0233333333333333,0.0333333333333333,20.33333333333333,0.7306666666666667,0.38,8.0,43.0,6.0,106.33333333333331,0.05,0.0,0.0,0.0023333333333333,0.0,0.0,0.0,2
Ginger,21124.5,0.0,0.0,0.0,11.3,0.0,19.65,2.3,0.0,0.0,0.386,1.075,0.0,0.0245,0.55,0.85,0.0225,85.595,0.087,0.094,0.12,0.425,45.0,0.122,0.44,23.5,18.0,225.5,459.5,0.19,0.0,0.0,0.0985,2.5,0.22,1.15,2
Goose,5147.0,0.0,0.0,0.0,0.0,91.0,66.5,0.0,0.0,0.0,4.168,25.16,21.0,0.323,21.8,0.0,0.077,51.95,10.25,2.52,6.87,21.92,13.0,0.264,2.83,22.0,270.0,329.0,70.0,2.62,21.0,0.41,0.37,0.0,1.74,5.1,3
Granola bar,42139.0,0.0,0.0,0.0,54.1,12.0,24.7,3.8,32.0,0.0,3.29,9.6,8.0,0.21,15.7,23.63,0.1,3.2,6.561,1.906,17.065,31.2,108.0,0.323,1.45,67.0,227.0,339.0,193.0,1.47,8.0,0.46,0.11,0.6,4.59,5.7,3
Grape,9259.0,0.0,5.0,0.0,14.77,0.0,3.2000000000000006,0.2,57.0,0.0,0.133,0.3699999999999999,0.0,0.015,0.0,14.199999999999998,0.017,84.51,0.003,0.022,0.025,0.13,21.33333333333333,0.018,0.25,10.0,14.0,104.0,5.0,0.07,0.0,0.0,0.032,16.7,0.0,0.4000000000000001,2
Grape Leaves,11974.0,629.0,16194.0,9.0,17.31,0.0,12.8,11.0,1747.0,0.0,2.362,5.6,0.0,0.354,0.9,6.3,0.04,73.32,0.081,1.065,0.336,2.12,363.0,0.415,2.63,95.0,91.0,272.0,9.0,0.67,1376.0,0.0,0.4,11.1,2.0,108.6,1
Grapefruit,9122.333333333334,3.0,151.83333333333334,2.6666666666666665,13.15,0.1666666666666666,9.85,0.5,12.166666666666666,286.0,0.313,0.8133333333333334,0.0,0.0333333333333333,0.25,12.43,0.0611666666666666,85.26333333333334,0.0605,0.1113333333333333,0.0613333333333333,0.3666666666666667,39.16666666666666,0.0513333333333333,0.2183333333333333,14.5,20.83333333333333,197.66666666666663,1.5,0.0783333333333333,13.166666666666666,0.0,0.0525,45.4,0.1666666666666666,0.0166666666666666,2
Grapes,9132.0,1.0,39.0,0.0,18.1,0.0,5.6,0.9,72.0,0.0,0.188,0.72,0.0,0.07,0.1,15.48,0.069,80.54,0.007,0.048,0.054,0.16,10.0,0.127,0.36,7.0,20.0,191.0,2.0,0.07,3.0,0.0,0.086,3.2,0.19,14.6,2
Gravy,6117.5,0.0,0.0,0.0,5.05,4.0,5.0,0.25,1.0,0.0,0.4725,2.23,1.0,0.0445,0.7,0.255,0.028,88.89,0.9945,0.2435,0.896,2.49,8.0,0.0595,0.3949999999999999,2.5,25.0,61.5,511.0,0.54,1.0,0.05,0.0175,0.0,0.06,0.35,2
Guanabana,9434.0,0.0,0.0,0.0,14.93,0.0,2.2,0.1,0.0,0.0,0.12,0.11,0.0,0.011,0.4,13.07,0.003,84.72,0.051,0.039,0.029,0.17,7.0,0.01,0.36,3.0,2.0,25.0,8.0,0.02,0.0,0.0,0.007,11.1,0.01,0.0,2
Guava,9143.0,0.0,170.0,0.0,9.48,0.0,4.1,3.6,0.0,3909.0,0.42,0.32,0.0,0.013,0.5,5.88,0.026,89.56,0.013,0.059,0.04,0.14,7.0,0.077,0.18,7.0,11.0,225.0,4.0,0.17,14.0,0.0,0.09,146.4,0.55,1.9,2
Guava nectar,9519.0,0.0,29.0,0.0,13.3,0.0,1.1,1.2,0.0,35.0,0.17,0.3,0.0,0.005,0.1,10.15,0.005,86.23,0.02,0.017,0.023,0.07,8.0,0.025,0.54,2.0,3.0,33.0,6.0,0.02,2.0,0.0,0.009,21.3,0.06,1.0,2
Guavas,9139.0,0.0,374.0,0.0,14.32,0.0,7.6,5.4,0.0,5204.0,1.084,2.55,0.0,0.04,0.6,8.92,0.067,80.8,0.087,0.401,0.272,0.95,18.0,0.23,0.26,22.0,40.0,417.0,2.0,0.23,31.0,0.0,0.11,228.3,0.73,2.6,2
Ham,7028.0,0.0,0.0,0.0,0.27,41.0,62.4,0.0,0.0,0.0,5.697,16.7,0.0,0.266,31.6,0.0,0.336,75.7,1.47,0.544,1.12,3.73,5.0,0.05,0.58,18.0,261.0,425.0,1040.0,1.52,0.0,0.36,0.394,0.0,0.29,0.0,3
Ham Salad Spread,7031.0,0.0,0.0,0.0,10.64,37.0,69.0,0.0,0.0,0.0,2.095,8.68,0.0,0.12,17.8,0.0,0.435,62.6,7.171,2.689,5.049,15.53,8.0,0.07,0.59,10.0,120.0,150.0,1075.0,1.1,0.0,0.76,0.15,0.0,1.74,0.0,3
Hazelnut Spread,19125.0,0.0,1.0,0.0,62.36,0.0,17.6,5.4,10.0,0.0,0.427,5.41,0.0,0.17,3.6,54.05,0.085,1.07,0.0,0.0,28.423,29.73,108.0,0.469,4.38,64.0,152.0,407.0,41.0,1.06,1.0,0.27,0.082,0.0,4.96,1.9,3
Headcheese,7034.0,0.0,0.0,0.0,0.0,69.0,104.1,0.0,0.0,0.0,0.44,13.83,0.0,0.115,0.1,0.0,0.023,73.84,5.601,1.134,3.402,10.9,16.0,0.122,1.5,9.0,56.0,31.0,941.0,0.97,0.0,1.05,0.19,0.0,0.25,3.4,3
Hearts of palm,43392.0,0.0,41.0,0.0,25.61,0.0,0.0,1.5,0.0,0.0,0.9,2.7,0.0,0.18,0.7,17.16,0.05,69.5,0.005,0.089,0.046,0.2,18.0,0.644,1.69,10.0,140.0,1806.0,14.0,3.73,3.0,0.0,0.81,8.0,0.5,0.0,2
Hominy,20030.0,0.0,0.0,0.0,14.26,0.0,3.1,2.5,30.0,0.0,0.033,1.48,0.0,0.006,3.0,1.51,0.003,82.53,0.231,0.399,0.123,0.88,10.0,0.03,0.62,16.0,35.0,9.0,267.0,1.05,0.0,0.0,0.005,0.3,0.05,0.2,2
Honey,19296.0,0.0,0.0,0.0,82.4,0.0,2.2,0.2,0.0,0.0,0.121,0.3,0.0,0.038,0.8,82.12,0.0,17.1,0.0,0.0,0.0,0.0,6.0,0.036,0.42,2.0,4.0,52.0,4.0,0.22,0.0,0.0,0.024,0.5,0.0,0.0,2
Horseradish,2055.0,0.0,1.0,0.0,11.29,0.0,6.5,3.3,10.0,0.0,0.386,1.18,0.0,0.024,2.8,7.99,0.008,85.08,0.13,0.339,0.09,0.69,56.0,0.058,0.42,27.0,31.0,246.0,420.0,0.83,0.0,0.0,0.073,24.9,0.01,1.3,2
Hot Pockets,22748.0,0.0,95.5,4.5,30.54,24.5,32.6,1.65,122.5,871.5,3.1735,9.11,27.0,0.2405,10.8,7.665,0.4014999999999999,48.605,3.1035,1.9555,3.2750000000000004,9.415,166.5,0.0995,2.5250000000000004,20.0,177.0,196.0,362.0,0.97,35.0,0.475,0.078,2.75,0.49,5.800000000000001,3
Hot Pockets Ham and Cheese,22537.0,0.0,0.0,0.0,30.55,23.0,29.1,1.5,115.0,0.0,3.425,9.16,0.0,0.273,11.6,7.6,0.417,48.96,2.547,1.936,3.545,9.14,152.0,0.113,2.0,18.0,168.0,188.0,386.0,0.95,0.0,0.35,0.095,0.1,0.29,0.8,2
Ice Cream,14154.46153846154,0.0769230769230769,27.23076923076923,0.2307692307692307,27.29615384615385,30.846153846153847,25.49230769230769,1.1615384615384614,3.3076923076923075,0.0,0.2147692307692307,3.86,96.92307692307692,0.1818461538461538,2.430769230769231,18.088461538461537,0.0453846153846153,55.97769230769231,2.8671538461538457,0.8604615384615385,7.20223076923077,11.900769230769232,117.46153846153848,0.061076923076923,0.3246153846153846,17.923076923076923,99.6923076923077,198.53846153846155,76.3076923076923,0.5553846153846154,99.3076923076923,0.3523076923076923,0.0447692307692307,1.507692307692308,0.4169230769230769,2.753846153846154,2
Ice Cream Cone,18271.5,0.0,0.0,0.0,81.55,0.0,8.95,2.35,15.5,0.0,4.746499999999999,8.0,0.0,0.3795,4.8,15.83,0.3805,4.15,1.6575,2.358,0.8975,5.35,34.5,0.236,4.015,28.5,100.0,128.5,277.0,0.71,0.0,0.0,0.0409999999999999,0.0,0.425,1.65,2
Imitation cheese,42117.0,0.0,28.0,0.0,1.0,15.0,0.1,0.0,0.0,0.0,0.08,25.0,113.0,0.36,14.6,1.0,0.03,38.0,14.127,10.615,5.815,32.0,705.0,0.03,0.7,30.0,530.0,55.0,670.0,3.0,115.0,0.83,0.07,0.0,0.28,2.7,3
Infant Formula,15930.4,0.0,0.0,0.0,36.978,0.2,78.8,0.0,0.0,0.0,3.4692,7.356,296.6,0.4724,9.52,36.978,0.3012,36.256,6.2894000000000005,3.2950000000000004,7.1812,17.276,376.4,0.2598,6.151999999999999,25.4,211.4,357.4,99.8,3.128,296.6,1.018,0.2198,40.44,3.58,28.52,3
Jam,27520.33333333333,0.0,5.666666666666667,0.0,53.13,0.0,5.633333333333333,1.1666666666666667,10.666666666666666,0.0,0.1063333333333333,0.1233333333333333,0.0,0.0393333333333333,1.0666666666666669,39.97,0.018,46.43666666666667,0.0173333333333333,0.0166666666666666,0.005,0.0566666666666666,10.333333333333334,0.0563333333333333,0.2766666666666666,4.333333333333333,10.666666666666666,67.0,10.666666666666666,0.1033333333333333,0.3333333333333333,0.0,0.0173333333333333,13.966666666666669,0.1533333333333333,0.8666666666666667,2
Jelly,31163.5,3.5,202.5,19.0,49.775000000000006,0.0,5.65,1.6,27.5,0.0,0.128,0.35,0.0,0.0204999999999999,0.2,27.305,0.006,49.65,0.0005,0.002,0.0025,0.01,19.0,0.0215,0.1699999999999999,5.0,7.5,75.0,16.5,0.05,17.5,0.0,0.02,0.45,0.165,0.75,2
Jicama,11603.0,0.0,13.0,0.0,8.82,0.0,13.6,4.9,0.0,0.0,0.2,0.72,0.0,0.029,0.7,1.8,0.02,90.07,0.005,0.043,0.021,0.09,12.0,0.048,0.6,12.0,18.0,150.0,4.0,0.16,1.0,0.0,0.042,20.2,0.46,0.3,2
Juice,9443.0,0.0,2.0,0.0,12.46,0.0,2.4,0.2,33.0,0.0,0.087,0.16,0.0,0.015,0.1,10.92,0.006,87.05,0.005,0.032,0.023,0.12,11.0,0.01,0.11,7.0,9.0,96.0,7.0,0.05,0.0,0.0,0.021,28.2,0.01,0.2,2
Kale,11234.5,5.0,2300.0,26.5,4.859999999999999,0.0,0.5,3.2,5620.0,0.0,0.8185,2.93,0.0,0.2435,0.95,0.96,0.088,89.69999999999999,0.098,0.635,0.1679999999999999,1.35,202.0,0.06,1.22,28.5,48.5,246.0,34.5,0.33,193.5,0.0,0.105,55.6,1.135,404.0,1
Kefir,1289.5,0.0,1.5,0.0,7.484999999999999,5.0,15.2,0.0,0.0,0.0,0.1275,3.59,174.5,0.1725,3.6,6.91,0.03,87.25999999999999,0.286,0.047,0.5955,0.96,124.5,0.009,0.04,11.5,100.5,159.0,38.5,0.45,174.5,0.3,0.059,0.85,0.04,0.65,2
Ketchup,11942.0,0.0,316.0,0.0,27.4,0.0,12.5,0.3,161.0,12062.0,1.434,1.04,0.0,0.166,0.7,21.27,0.011,68.51,0.015,0.041,0.014,0.1,15.0,0.085,0.35,13.0,26.0,281.0,463.5,0.17,26.0,0.0,0.158,4.1,1.46,3.0,2
Kielbasa,7968.0,0.0,0.0,0.0,5.03,73.0,41.8,0.0,0.0,0.0,3.727,12.45,9.0,0.212,19.8,2.39,0.15,49.38,12.564,5.383,9.894,29.68,42.0,0.056,0.99,16.0,204.0,306.0,1062.0,1.53,9.0,0.72,0.097,14.7,0.38,0.0,3
Kiwifruit,9148.0,0.0,52.0,0.0,14.0,0.0,7.8,3.0,122.0,0.0,0.37,1.06,0.0,0.025,0.2,8.99,0.027,83.9,0.047,0.287,0.029,0.44,35.0,0.134,0.24,15.0,34.0,198.0,5.0,0.14,4.0,0.0,0.061,74.7,1.3,40.3,2
Knackwurst,7038.0,0.0,0.0,0.0,3.2,60.0,55.0,0.0,0.0,0.0,2.734,11.1,0.0,0.14,13.5,0.0,0.342,55.3,12.81,2.92,10.21,27.7,11.0,0.06,0.66,11.0,98.0,199.0,930.0,1.66,0.0,1.18,0.17,0.0,0.57,1.6,3
Kohlrabi,11241.0,0.0,22.0,0.0,6.2,0.0,12.3,3.6,0.0,0.0,0.4,1.7,0.0,0.02,0.7,2.6,0.05,91.0,0.007,0.048,0.013,0.1,24.0,0.129,0.4,19.0,46.0,350.0,20.0,0.03,2.0,0.0,0.15,62.0,0.48,0.1,2
Kumquats,9149.0,155.0,0.0,193.0,15.9,0.0,8.4,6.5,129.0,0.0,0.429,1.88,0.0,0.09,0.0,9.36,0.037,80.85,0.154,0.171,0.103,0.86,62.0,0.095,0.86,20.0,19.0,186.0,10.0,0.17,15.0,0.0,0.036,43.9,0.15,0.0,2
LEAN POCKETS,22962.0,0.0,0.0,0.0,32.52,20.0,29.1,1.7,115.0,0.0,3.462,10.28,0.0,0.307,11.8,7.6,0.412,48.48,1.551,1.403,2.389,6.53,196.0,0.076,2.15,21.0,197.0,203.0,423.0,1.21,0.0,0.44,0.102,0.1,0.29,1.7,2
Lamb,17054.2,0.0,0.0,0.0,0.0,91.0,95.0,0.0,0.0,0.0,6.278666666666667,24.69,0.0,0.242,27.34,0.0,0.0966666666666666,58.33866666666666,6.776,1.2666666666666666,6.696666666666667,16.318666666666665,16.866666666666667,0.1206,1.9613333333333327,24.33333333333333,190.2,289.6666666666667,71.66666666666667,4.867333333333334,0.0,2.5686666666666667,0.1373333333333333,0.0,0.1693333333333333,4.266666666666667,3
Lambsquarters,11245.0,4.0,4688.0,0.0,5.0,0.0,0.5,2.1,1857.0,0.0,0.9,3.2,0.0,0.26,0.9,0.62,0.1,88.9,0.131,0.307,0.052,0.7,258.0,0.197,0.7,23.0,45.0,288.0,29.0,0.3,391.0,0.0,0.174,37.0,1.85,494.2,1
Lard,4002.0,0.0,0.0,0.0,0.0,95.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,45.1,11.2,39.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.6,0.0,3
Lasagna,22910.0,2.0,87.0,0.0,13.84,13.0,10.3,1.7,28.0,2779.0,1.361,6.54,39.0,0.154,26.2,4.23,0.114,72.78,1.573,1.022,2.11,5.33,111.0,0.109,1.27,21.0,107.0,182.0,284.0,0.91,46.0,0.57,0.069,17.1,0.88,9.1,2
Lasagna with meat & sauce,22916.0,7.0,222.0,2.0,14.39,14.0,15.3,1.4,175.0,3350.0,1.426,6.63,18.0,0.05,14.8,2.96,0.052,73.1,1.6,0.358,2.067,4.42,73.0,0.086,0.65,18.0,102.0,184.0,347.0,0.79,37.0,0.74,0.124,4.1,0.87,5.9,2
Leavening Agents,18372.166666666668,0.0,0.0,0.0,28.77,0.0,10.666666666666666,5.933333333333333,0.0,0.0,8.75,8.156666666666666,0.0,0.855,2.8000000000000003,0.0,2.145,14.163333333333334,0.8926666666666666,0.0035,0.2073333333333333,1.585,2216.1666666666665,0.1336666666666666,5.238333333333333,27.0,2181.1666666666665,3013.5,7664.333333333333,3.06,0.0,0.0133333333333333,0.3216666666666666,0.0666666666666666,0.0,0.0666666666666666,4
Leeks,11246.0,0.0,1000.0,0.0,14.15,0.0,9.5,1.8,1900.0,0.0,0.4,1.5,0.0,0.03,1.0,3.9,0.06,83.0,0.004,0.166,0.04,0.3,59.0,0.12,2.1,28.0,35.0,180.0,20.0,0.12,83.0,0.0,0.233,12.0,0.92,47.0,2
Lemon,9153.666666666666,0.3333333333333333,2.6666666666666665,29.666666666666668,9.506666666666666,0.0,6.233333333333333,3.8666666666666663,14.666666666666666,0.0,0.2236666666666666,0.7666666666666666,0.0,0.0373333333333333,0.3,2.74,0.0349999999999999,89.18333333333334,0.0076666666666666,0.0423333333333333,0.0353333333333333,0.2033333333333333,50.0,0.042,0.3133333333333333,9.333333333333334,9.666666666666666,124.0,10.333333333333334,0.1633333333333333,1.6666666666666667,0.0,0.085,60.66666666666666,0.21,0.0333333333333333,2
Lemonade,14292.0,0.0,0.0,0.0,49.89,0.0,2.0,0.3,4.0,0.0,0.11,0.22,0.0,0.0,0.4,44.46,0.02,49.06,0.008,0.059,0.025,0.7,7.0,0.013,0.09,7.0,7.0,72.0,7.0,0.04,0.0,0.0,0.02,13.1,0.09,0.2,2
Lemons,9150.0,1.0,3.0,20.0,9.32,0.0,5.1,2.8,11.0,0.0,0.1,1.1,0.0,0.02,0.4,2.5,0.04,88.98,0.011,0.089,0.039,0.3,26.0,0.037,0.6,8.0,16.0,138.0,2.0,0.06,1.0,0.0,0.08,53.0,0.15,0.0,2
Lentils,16069.5,0.0,14.0,0.0,41.74,0.0,64.55000000000001,9.3,0.0,0.0,1.8325,16.825,0.0,0.142,1.45,1.915,0.521,38.95,0.1285,0.3505,0.1035,0.72,27.0,0.5025,4.92,41.5,230.5,523.0,4.0,2.27,1.0,0.0,0.359,3.0,0.3,3.35,3
Lettuce,11252.6,0.8,3290.8,0.0,2.714,0.0,10.080000000000002,1.26,1452.8,0.0,0.2998,1.236,0.0,0.0632,0.64,1.0719999999999998,0.0622,95.318,0.0082,0.1096,0.0268,0.198,31.4,0.0292,0.932,11.6,28.0,202.6,15.2,0.196,274.4,0.0,0.0784,4.8,0.174,99.0,2
